price,sqft_living,sqft_lot,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,has_garage,renovated
884444.76,1990.0,15506.0,4.0,3.5,1.0,0.0,1.0,1.0,10.0,1308.0,682.0,1995.0,1988.0,98004,46.99071893995308,-122.01564198751426,no,yes
784513.34,,10010.0,4.0,3.3,1.0,0.0,1.0,2.0,3.0,1836.0,210.0,1975.0,0.0,98004,46.90123826617829,-121.95251762575819,yes,no
868300.43,2170.0,4189.0,2.0,2.1,2.0,0.0,3.0,4.0,7.0,1659.0,511.0,1983.0,1980.0,98101,47.03291039890258,-121.9930795122769,yes,yes
,535.0,7148.0,,5.0,2.0,1.0,2.0,3.0,3.0,345.0,190.0,1997.0,0.0,98103,46.90380314866275,-121.9866120881208,no,no
829992.67,1581.0,8066.0,5.0,5.0,2.0,1.0,1.0,5.0,6.0,1014.0,567.0,2006.0,0.0,98105,46.98541665695165,-122.1094374547556,no,no
493550.83,492.0,11679.0,,4.3,2.0,0.0,2.0,2.0,11.0,381.0,111.0,1963.0,0.0,98101,47.05521377388581,-122.04854606491617,yes,no
909038.83,1822.0,1209.0,2.0,2.1,2.0,1.0,4.0,4.0,6.0,1318.0,504.0,1986.0,0.0,98004,46.97349820113525,-122.04583471819387,yes,no
780610.89,1797.0,3795.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1226.0,571.0,1960.0,0.0,98005,46.95481329242423,-122.01593273612018,no,no
859317.77,2427.0,9365.0,1.0,1.4,1.0,0.0,0.0,2.0,10.0,2271.0,156.0,1951.0,0.0,98103,47.0400178235281,-121.99428244961732,yes,no
1025901.13,2513.0,7501.0,1.0,1.3,2.0,0.0,4.0,5.0,10.0,1915.0,598.0,1995.0,0.0,98101,46.98752409747353,-121.99223748374796,yes,no
984762.76,1922.0,10859.0,5.0,3.5,1.0,1.0,3.0,4.0,9.0,1778.0,144.0,1984.0,0.0,98105,46.97974701526551,-121.98571265266044,yes,no
722839.39,1500.0,1852.0,,1.3,2.0,0.0,1.0,3.0,11.0,986.0,514.0,1968.0,0.0,98006,47.06374962385846,-122.0342472295633,yes,no
909060.72,2091.0,,5.0,4.5,2.0,0.0,4.0,2.0,10.0,1389.0,702.0,1953.0,1987.0,98103,46.94163606324227,-121.96543185181126,yes,yes
784597.53,1483.0,,3.0,2.3,1.0,0.0,4.0,5.0,9.0,1199.0,284.0,,2019.0,98005,46.977019637226476,-121.90953557782242,no,yes
965343.1,1799.0,10434.0,2.0,1.9,1.0,1.0,4.0,1.0,11.0,1249.0,550.0,2008.0,1993.0,98006,47.04332235055349,-122.01766624437245,yes,yes
863040.17,2392.0,8696.0,1.0,1.2,,0.0,1.0,1.0,6.0,1590.0,802.0,2016.0,0.0,98102,46.93840263222452,-122.03318340837168,yes,no
856315.37,1465.0,7521.0,4.0,3.2,2.0,1.0,4.0,1.0,7.0,928.0,537.0,,0.0,98004,47.08876735798681,-122.03426659119555,yes,no
931327.79,,3826.0,4.0,4.4,2.0,0.0,4.0,4.0,8.0,1431.0,852.0,1950.0,,98101,46.989157625746664,-121.99572660867348,yes,no
1070469.07,2206.0,7640.0,3.0,3.4,2.0,1.0,4.0,1.0,9.0,1906.0,300.0,1965.0,2003.0,98105,47.04372636907062,-122.02628815548066,no,yes
659482.71,1227.0,14299.0,5.0,5.0,2.0,0.0,2.0,4.0,7.0,857.0,370.0,1957.0,0.0,98006,47.043621758901125,-122.08651642065416,no,no
,2384.0,7405.0,2.0,1.6,2.0,0.0,1.0,1.0,7.0,2247.0,137.0,1982.0,2000.0,98006,46.99238560380188,-122.07283759362258,yes,yes
711752.73,2219.0,3551.0,3.0,2.5,1.0,0.0,1.0,4.0,4.0,1474.0,745.0,1995.0,0.0,98102,46.976049394407674,-121.94899049302663,no,no
910622.82,1861.0,5539.0,2.0,2.5,1.0,0.0,4.0,4.0,9.0,1348.0,513.0,,0.0,98004,46.99785177190229,-121.93591029799383,yes,no
715360.09,1343.0,9004.0,3.0,2.2,2.0,1.0,2.0,5.0,4.0,982.0,361.0,1978.0,0.0,98101,47.03563421237452,-121.9200055206021,yes,no
756141.23,1284.0,6132.0,1.0,1.5,2.0,1.0,4.0,2.0,7.0,996.0,288.0,1988.0,0.0,98102,46.95067875780196,-121.98868477806103,yes,no
634859.48,1477.0,10427.0,3.0,2.9,2.0,0.0,2.0,1.0,7.0,1337.0,140.0,1972.0,0.0,98005,46.93983707056344,-122.04954527539769,no,no
991499.45,,10614.0,3.0,3.0,1.0,0.0,2.0,4.0,10.0,1896.0,230.0,1982.0,0.0,98004,47.07421013608768,-122.02190080745785,yes,no
605947.8,1227.0,12445.0,3.0,2.1,1.0,0.0,0.0,3.0,7.0,740.0,487.0,1991.0,2011.0,98103,46.963257246478356,-122.07456938174899,yes,yes
804675.59,2063.0,15118.0,3.0,2.9,1.0,0.0,2.0,5.0,3.0,1533.0,530.0,2017.0,0.0,98006,47.01770419410142,-122.0764945994771,yes,no
585719.25,1055.0,12979.0,4.0,4.3,1.0,0.0,2.0,1.0,8.0,939.0,116.0,1972.0,0.0,98005,46.98988978955504,-121.98723686447187,yes,no
796302.0,1678.0,3329.0,3.0,2.3,2.0,1.0,0.0,3.0,5.0,1007.0,671.0,1956.0,0.0,98101,46.99210671943883,-121.97304942252966,yes,no
646607.27,1866.0,3482.0,2.0,2.2,1.0,0.0,0.0,1.0,6.0,1468.0,398.0,2011.0,0.0,98101,47.071519486069384,-121.90208132221369,no,no
1198436.05,3267.0,7621.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,2257.0,1010.0,1990.0,0.0,,46.99574154061212,-122.0041546788093,yes,no
445138.28,974.0,5744.0,4.0,3.7,2.0,0.0,1.0,1.0,4.0,725.0,249.0,1983.0,0.0,98006,46.982158693589106,-122.06789174054028,yes,no
1238704.36,2683.0,2308.0,5.0,5.0,,1.0,3.0,4.0,12.0,2005.0,678.0,2001.0,0.0,98102,46.98651421818626,-122.00609601918775,yes,no
916321.73,1890.0,5792.0,4.0,2.9,1.0,1.0,2.0,4.0,5.0,1393.0,497.0,2019.0,0.0,98105,46.97482707904612,-122.01412295995567,yes,no
917299.37,2047.0,5627.0,4.0,4.2,2.0,1.0,2.0,1.0,8.0,1867.0,180.0,1959.0,0.0,98005,46.966495465368745,-122.02456158383993,yes,
954458.0,1871.0,4641.0,5.0,5.0,2.0,1.0,0.0,3.0,11.0,1474.0,397.0,2011.0,0.0,98006,46.97502765685421,-121.98281252162626,yes,no
980096.96,2067.0,,5.0,5.0,2.0,1.0,2.0,3.0,6.0,1894.0,173.0,1995.0,1995.0,98004,47.08316050564443,-122.0607236264553,yes,yes
866060.48,1708.0,13892.0,3.0,,1.0,0.0,2.0,4.0,12.0,1459.0,249.0,1991.0,0.0,98006,47.03557444135302,-121.99346392835871,yes,no
938352.54,2672.0,8996.0,1.0,1.0,,0.0,2.0,3.0,7.0,1932.0,740.0,2011.0,0.0,98006,46.982740172557016,-121.96742183671402,no,no
755543.5,1526.0,20359.0,4.0,3.7,2.0,0.0,1.0,3.0,12.0,1179.0,347.0,1971.0,0.0,98005,47.04908278173094,-121.9290131114884,yes,no
1152807.81,2479.0,8853.0,4.0,3.8,2.0,1.0,0.0,5.0,7.0,1826.0,653.0,2005.0,1991.0,98004,46.92064030993063,-121.9844812075482,no,yes
770701.75,1413.0,6550.0,2.0,2.3,2.0,1.0,4.0,3.0,3.0,1258.0,155.0,1990.0,0.0,98006,47.06878391758578,-121.94784397747404,yes,no
1000591.76,1764.0,8021.0,5.0,4.6,1.0,1.0,4.0,5.0,11.0,1174.0,590.0,2016.0,0.0,98101,47.06475778849135,-122.0221948020153,yes,no
748262.82,1157.0,9282.0,5.0,,2.0,0.0,,5.0,11.0,1073.0,84.0,1983.0,0.0,98101,47.11181670070118,-122.01521451370397,yes,no
1103754.67,2073.0,10176.0,2.0,3.1,2.0,1.0,1.0,5.0,12.0,1665.0,408.0,2001.0,0.0,98105,47.05057757195393,-121.93260764793922,,no
1083193.67,2667.0,18384.0,3.0,3.0,2.0,0.0,3.0,5.0,4.0,2171.0,496.0,1985.0,0.0,98004,47.02186172719326,-122.06857922124819,yes,no
759413.54,1754.0,3773.0,1.0,1.0,1.0,0.0,0.0,4.0,11.0,1369.0,385.0,1977.0,0.0,98006,47.06455701924341,-122.02015701511228,yes,no
850209.98,1682.0,12295.0,1.0,1.0,2.0,1.0,4.0,3.0,6.0,1336.0,346.0,1976.0,0.0,98004,46.96870952843132,-121.94357768466371,yes,no
,1131.0,9039.0,2.0,2.4,2.0,0.0,0.0,3.0,11.0,943.0,188.0,2015.0,0.0,98102,46.98022917541489,-122.01055558573762,no,no
749110.55,1662.0,,2.0,2.0,2.0,0.0,2.0,2.0,12.0,1379.0,283.0,2009.0,0.0,98006,46.99678775907733,-122.01428010159356,no,no
667610.59,844.0,11853.0,2.0,2.4,1.0,1.0,4.0,5.0,4.0,570.0,274.0,1966.0,0.0,98101,47.06844407654502,-122.01326660582832,yes,no
700993.99,1252.0,14338.0,1.0,1.0,1.0,1.0,3.0,,6.0,1007.0,245.0,2011.0,0.0,98101,46.95720608236089,-121.99414241125764,no,no
811739.73,1936.0,3714.0,3.0,3.4,2.0,0.0,4.0,5.0,5.0,1402.0,534.0,1991.0,0.0,98005,46.951896915121516,-121.94569580790404,no,no
917189.9,2591.0,7955.0,4.0,3.9,2.0,0.0,2.0,4.0,,2133.0,458.0,1957.0,0.0,98006,47.011826903910354,-121.95378842408384,yes,no
1108843.22,3486.0,,2.0,1.6,1.0,0.0,0.0,3.0,8.0,2760.0,726.0,2004.0,0.0,98105,47.03587652485379,-121.99942713792505,yes,no
601525.3,1448.0,1706.0,3.0,2.8,1.0,0.0,0.0,2.0,7.0,960.0,488.0,1961.0,0.0,98101,46.964845971203,-121.94538057162546,yes,no
1029216.25,2661.0,13240.0,2.0,,1.0,1.0,0.0,5.0,9.0,2281.0,380.0,2011.0,0.0,98101,47.033520897638596,-121.98291035183351,no,no
991336.91,1946.0,5668.0,4.0,5.0,1.0,1.0,0.0,4.0,9.0,1479.0,467.0,1982.0,1980.0,98006,47.06841996710252,-121.95704399160896,no,yes
812443.39,1709.0,2456.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,1355.0,354.0,2015.0,0.0,98102,47.06002308467418,-122.05141847370464,yes,no
869971.42,2060.0,9147.0,5.0,5.0,1.0,1.0,,3.0,3.0,1721.0,339.0,1984.0,1987.0,98004,47.01766463842641,-121.91307236332835,no,yes
738907.01,1837.0,5388.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,1522.0,315.0,1956.0,0.0,98103,46.99547011255555,-121.98898934729273,yes,no
759692.66,1866.0,5646.0,5.0,4.5,,0.0,2.0,1.0,4.0,1609.0,257.0,2004.0,0.0,98102,47.08678118178237,-122.13741546736588,yes,no
708674.9,1555.0,11697.0,2.0,1.9,1.0,0.0,,1.0,4.0,1046.0,509.0,2001.0,2019.0,98004,47.00077019972457,-121.91702364132654,yes,yes
660969.07,961.0,2191.0,1.0,1.6,2.0,1.0,3.0,4.0,9.0,614.0,,1971.0,0.0,98005,,-121.99974725343947,yes,no
391152.66,874.0,3473.0,4.0,,1.0,0.0,0.0,2.0,5.0,729.0,145.0,1964.0,0.0,98105,47.09791407395928,-122.01977469805757,yes,no
800010.63,2192.0,8770.0,1.0,1.0,1.0,0.0,4.0,1.0,,1496.0,696.0,2011.0,2009.0,98105,47.0417634039815,-122.03028415325936,yes,yes
,1634.0,12847.0,1.0,1.1,,1.0,2.0,4.0,,,588.0,2005.0,0.0,98105,46.950145438354646,-121.97802490657328,no,no
,,14191.0,5.0,5.0,1.0,1.0,1.0,4.0,8.0,932.0,510.0,1971.0,0.0,98004,46.938048860934586,-122.04441944594686,yes,no
772660.45,1805.0,4675.0,2.0,2.8,2.0,0.0,1.0,1.0,11.0,1281.0,524.0,1999.0,0.0,98005,46.98511852899684,-122.02884532313354,no,no
1077810.18,2277.0,12687.0,3.0,3.2,1.0,0.0,4.0,3.0,12.0,2157.0,120.0,1967.0,,98004,47.03547495617291,-122.02764390519059,yes,no
848879.11,1908.0,4079.0,2.0,2.3,1.0,0.0,2.0,3.0,10.0,1250.0,658.0,1962.0,1987.0,98102,47.0222392933422,-122.01461235218511,yes,yes
1982552.0699999998,,17131.0,1.0,1.4,2.0,0.0,1.0,1.0,11.0,991.0,415.0,1997.0,0.0,98102,47.11035410327318,-122.02576041248659,yes,no
957195.18,2536.0,2331.0,1.0,1.0,2.0,0.0,2.0,4.0,8.0,2339.0,197.0,2009.0,0.0,98004,47.02175281438807,-121.95735929341726,no,no
1090137.52,2748.0,14642.0,1.0,1.0,1.0,1.0,0.0,2.0,7.0,2575.0,173.0,2015.0,0.0,98004,46.98362793916247,-121.98644688476011,no,no
868994.88,2097.0,4718.0,3.0,2.5,,0.0,0.0,5.0,11.0,1426.0,671.0,1982.0,2006.0,98103,46.9433328948445,-121.98034816308278,yes,yes
838717.57,2384.0,18066.0,3.0,2.3,1.0,0.0,1.0,1.0,6.0,2165.0,219.0,1960.0,0.0,98005,47.05902186889487,-121.96946988932413,yes,no
942490.54,2545.0,10957.0,1.0,1.4,2.0,0.0,1.0,5.0,11.0,1651.0,894.0,1988.0,0.0,98103,46.999696938539586,-122.00465471350829,no,no
992285.32,2478.0,,2.0,2.1,2.0,0.0,1.0,1.0,12.0,2147.0,331.0,1998.0,1971.0,98103,46.92469301158836,-122.05101546645619,yes,yes
741430.25,2168.0,5389.0,2.0,2.0,1.0,0.0,0.0,4.0,6.0,1311.0,857.0,2018.0,0.0,98105,47.00111303014577,-121.90974137603115,yes,no
861227.6,2159.0,,3.0,1.7,1.0,0.0,3.0,4.0,9.0,1603.0,556.0,1957.0,0.0,98102,46.95021309444365,-121.95362326726853,no,no
1100136.19,2112.0,13263.0,5.0,5.0,2.0,1.0,0.0,3.0,10.0,1450.0,662.0,1996.0,2019.0,98004,46.97871812448251,-121.91935864930322,yes,yes
584835.61,1142.0,7646.0,4.0,3.6,2.0,0.0,1.0,2.0,10.0,966.0,176.0,1986.0,1987.0,98006,47.000309598822135,-121.94827307895193,no,yes
930883.71,2220.0,8223.0,5.0,5.0,2.0,0.0,4.0,1.0,5.0,1345.0,875.0,1991.0,1980.0,98006,,-122.02301857019327,yes,yes
605905.04,987.0,11792.0,1.0,1.0,2.0,1.0,0.0,2.0,12.0,752.0,235.0,1956.0,0.0,98105,46.97561879155218,-122.11739889691644,no,no
557844.1,1323.0,8659.0,2.0,1.6,2.0,0.0,1.0,4.0,8.0,1117.0,206.0,1951.0,1970.0,98102,46.96279400829433,-122.06145482127639,no,yes
833957.86,2582.0,,4.0,2.9,1.0,0.0,2.0,4.0,3.0,1591.0,991.0,1993.0,0.0,98105,46.96413554018399,-121.96817389766458,yes,no
757459.37,2304.0,3935.0,2.0,2.2,1.0,0.0,1.0,1.0,4.0,2106.0,198.0,1964.0,0.0,98101,46.94959897414342,-122.00508739596683,yes,no
1111408.34,2692.0,9176.0,5.0,4.4,2.0,0.0,1.0,1.0,10.0,1956.0,736.0,1993.0,2018.0,98004,46.97586177176984,-122.0209924929458,yes,yes
670319.56,1637.0,14077.0,3.0,2.5,2.0,0.0,0.0,3.0,7.0,,560.0,1951.0,0.0,98105,46.9552650779113,-122.12477767508257,no,no
676644.69,1109.0,16080.0,2.0,1.3,1.0,,2.0,3.0,4.0,753.0,356.0,2006.0,0.0,98101,47.029329205798795,-122.00065636321222,yes,no
842292.55,1656.0,11898.0,5.0,5.0,1.0,0.0,3.0,5.0,8.0,1190.0,466.0,1973.0,1997.0,98105,47.01004000267651,-122.05408892751261,yes,yes
872674.94,1861.0,9436.0,3.0,3.4,2.0,1.0,2.0,4.0,8.0,1246.0,615.0,1982.0,0.0,98005,47.05973576124954,-122.0362191290383,no,no
738326.08,1847.0,11744.0,5.0,5.0,1.0,0.0,4.0,3.0,3.0,1439.0,408.0,1974.0,0.0,98102,47.094335169521884,,yes,no
1059485.34,2480.0,4666.0,3.0,2.7,2.0,1.0,3.0,3.0,6.0,2038.0,442.0,1979.0,0.0,98103,47.033866250696086,-122.0514570977042,yes,no
763729.3,1583.0,7234.0,1.0,1.1,1.0,0.0,3.0,4.0,7.0,1190.0,393.0,1987.0,2012.0,98006,47.02247935123167,-122.04668446526865,yes,yes
875726.16,2011.0,3879.0,4.0,3.4,1.0,0.0,2.0,3.0,10.0,1507.0,504.0,1995.0,0.0,98004,47.037016863614745,-121.9907209836295,no,no
678833.45,1207.0,1756.0,1.0,1.0,2.0,0.0,3.0,4.0,9.0,1054.0,153.0,1998.0,0.0,98005,47.023329440850105,-121.95638189541934,yes,no
801138.76,2070.0,9668.0,4.0,3.7,1.0,1.0,2.0,1.0,3.0,1460.0,610.0,2020.0,0.0,98105,47.00250996727133,-122.02013529477034,no,no
975277.12,1802.0,8928.0,3.0,3.2,1.0,1.0,4.0,5.0,,1474.0,328.0,1962.0,0.0,98105,46.99853370968263,-121.92663922974886,yes,no
774539.7,1350.0,11438.0,4.0,4.5,1.0,0.0,2.0,5.0,12.0,1232.0,118.0,2011.0,2015.0,98105,,-122.06393345889626,no,yes
666176.57,1659.0,10731.0,5.0,5.0,2.0,0.0,2.0,3.0,3.0,1124.0,535.0,1992.0,0.0,98105,47.041945977715244,-122.07270278003043,yes,no
753567.64,1689.0,9213.0,,2.6,2.0,0.0,0.0,3.0,12.0,1380.0,309.0,1971.0,0.0,98102,46.99843525950708,-122.07696429991427,yes,no
825804.52,1638.0,10783.0,5.0,5.0,1.0,1.0,,3.0,3.0,1526.0,112.0,2015.0,2019.0,98101,47.07247594871453,,no,
1063427.43,2863.0,7787.0,1.0,1.0,1.0,0.0,2.0,5.0,9.0,2249.0,614.0,2000.0,2011.0,98005,47.045756795179265,-121.983172551742,no,yes
813330.5,1741.0,10064.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1640.0,101.0,1963.0,0.0,98105,46.9687024188862,-122.04888946596945,yes,no
819318.06,1654.0,4369.0,5.0,4.6,1.0,0.0,3.0,2.0,10.0,1172.0,482.0,1962.0,0.0,98105,47.062334552344936,-122.07050961819246,yes,no
594912.3,542.0,9849.0,3.0,2.7,1.0,0.0,0.0,4.0,11.0,432.0,110.0,1996.0,2001.0,98004,46.87196290217482,-121.98101016524322,yes,yes
859886.91,1263.0,11342.0,3.0,3.9,2.0,1.0,3.0,4.0,11.0,896.0,367.0,2001.0,0.0,98103,47.09651128724789,-121.95880253764047,yes,no
691359.35,1642.0,4652.0,1.0,1.2,1.0,0.0,2.0,2.0,11.0,987.0,655.0,1953.0,0.0,98006,46.933077736112516,-121.94745708015424,no,no
618296.12,1388.0,8259.0,2.0,2.1,1.0,0.0,1.0,,11.0,1318.0,70.0,,0.0,98105,47.02475560895854,-121.9562357767665,no,no
972062.08,2629.0,4882.0,4.0,3.9,2.0,,1.0,3.0,6.0,1798.0,831.0,1987.0,0.0,98105,47.021370808307374,-122.04590517330213,yes,no
959011.48,1701.0,5367.0,5.0,5.0,1.0,1.0,3.0,4.0,7.0,1600.0,101.0,2018.0,0.0,,,-121.98619545177752,yes,no
1005538.21,2573.0,2375.0,5.0,5.0,2.0,,0.0,4.0,10.0,2132.0,441.0,2002.0,0.0,98102,46.98356515963478,-121.97515642113038,yes,no
729645.96,1837.0,14329.0,3.0,2.6,2.0,0.0,3.0,1.0,4.0,1683.0,154.0,2014.0,0.0,98102,46.8927240764069,-122.02374416225446,yes,no
942033.25,1822.0,13328.0,3.0,2.9,2.0,1.0,4.0,1.0,8.0,1710.0,112.0,1952.0,0.0,98102,46.98363560443097,-121.99176239480477,yes,no
843239.1,1747.0,10687.0,1.0,,1.0,1.0,0.0,2.0,8.0,1395.0,352.0,2004.0,2018.0,,46.989041884875014,-122.06258091149809,no,yes
751463.9,1802.0,17861.0,1.0,1.1,1.0,0.0,0.0,3.0,12.0,1712.0,90.0,1973.0,0.0,,46.89754039916914,-122.0313800088047,yes,no
865577.64,2831.0,7054.0,3.0,2.6,1.0,0.0,0.0,1.0,3.0,2459.0,372.0,1989.0,0.0,98102,47.00226858044804,-121.98141063472059,yes,no
439061.9,408.0,23159.0,3.0,3.2,1.0,1.0,3.0,1.0,3.0,320.0,88.0,2012.0,0.0,98006,46.946207425566776,-121.92462286728264,no,no
410131.11,599.0,6862.0,1.0,1.7,2.0,0.0,4.0,3.0,3.0,497.0,102.0,2011.0,0.0,98103,47.032454255154676,-121.9424280193339,yes,no
760783.74,1474.0,9276.0,3.0,2.3,2.0,0.0,4.0,2.0,8.0,985.0,489.0,1966.0,0.0,98005,46.98769601320868,-121.96695707611329,yes,no
876748.95,1809.0,6011.0,4.0,3.4,1.0,1.0,0.0,4.0,8.0,1092.0,717.0,1967.0,0.0,98103,47.098054744275984,-121.99601499806126,yes,no
1010199.82,2214.0,9862.0,5.0,4.8,1.0,1.0,2.0,1.0,8.0,1527.0,687.0,2001.0,0.0,98005,46.98719106715797,-122.00376152564877,yes,no
727979.78,2084.0,12178.0,5.0,4.8,2.0,0.0,0.0,5.0,,1568.0,516.0,2012.0,2002.0,98005,47.02151956331706,-122.07237999769438,yes,yes
728805.84,1569.0,7430.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1067.0,502.0,1993.0,0.0,98005,46.989346424677024,-122.04177532669448,yes,no
987389.05,2411.0,16884.0,2.0,2.5,2.0,1.0,1.0,3.0,7.0,1881.0,530.0,1953.0,0.0,98103,46.91883659057698,-122.04014274272969,yes,no
1002486.8,2418.0,9196.0,5.0,5.0,2.0,1.0,3.0,5.0,3.0,2008.0,410.0,1961.0,0.0,98101,46.989764349743126,-121.97126203422297,yes,no
929214.76,1910.0,9352.0,4.0,3.9,2.0,0.0,4.0,4.0,10.0,1585.0,325.0,2003.0,1997.0,98103,47.037670672058574,-121.95275261142571,yes,yes
1060822.35,2378.0,3455.0,2.0,1.9,1.0,1.0,4.0,5.0,3.0,2170.0,208.0,,0.0,98004,,-121.96317132902368,yes,no
943597.36,1964.0,10092.0,4.0,3.3,2.0,1.0,0.0,1.0,9.0,1842.0,,2013.0,0.0,98004,46.98533661310861,-121.94086667809651,yes,no
803347.45,1463.0,7330.0,1.0,1.4,1.0,1.0,1.0,4.0,7.0,1334.0,129.0,1987.0,0.0,98004,46.9271621941542,-121.99638712242367,yes,no
1012739.79,2219.0,4959.0,3.0,3.2,1.0,1.0,1.0,1.0,12.0,1813.0,406.0,,0.0,98006,47.03222292938666,-122.0491465091297,yes,no
738037.04,1866.0,4118.0,2.0,2.6,1.0,0.0,1.0,4.0,9.0,1254.0,612.0,,0.0,98102,,-122.00249664481747,yes,no
819421.69,1801.0,21359.0,5.0,4.9,2.0,0.0,1.0,2.0,7.0,1675.0,126.0,2005.0,0.0,98105,47.04217054269263,-122.03624185452162,yes,no
1011468.42,2684.0,,1.0,1.0,2.0,0.0,3.0,4.0,10.0,1775.0,909.0,2017.0,0.0,98105,46.98629439023827,-121.9671070004122,no,no
409533.72,400.0,800.0,5.0,5.0,,1.0,3.0,1.0,4.0,261.0,139.0,1953.0,0.0,,46.91578126035952,-122.01795437015487,yes,no
646056.02,949.0,4509.0,2.0,2.4,1.0,0.0,4.0,5.0,4.0,675.0,274.0,1984.0,0.0,98004,47.02668800915384,-122.00492658086172,yes,no
538841.75,1088.0,7742.0,1.0,1.0,2.0,0.0,3.0,3.0,7.0,871.0,217.0,1975.0,0.0,98101,46.99954286174633,-121.96531888851645,yes,no
793388.16,1582.0,10733.0,4.0,4.4,2.0,0.0,1.0,3.0,11.0,1327.0,,2002.0,0.0,98006,47.06958418867001,-122.03705471447958,yes,no
719910.96,1647.0,10774.0,4.0,4.0,2.0,0.0,0.0,3.0,11.0,996.0,651.0,2004.0,0.0,98101,47.00143665162232,-121.95180117070889,no,no
554639.18,896.0,11383.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,781.0,115.0,1965.0,0.0,98101,46.997726655540525,-122.06737981759798,no,no
2061938.13,2418.0,4776.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,799.0,410.0,2017.0,1971.0,98102,47.0208627235933,-121.98467245160306,no,yes
762126.32,1283.0,9702.0,1.0,1.0,1.0,0.0,4.0,4.0,12.0,903.0,380.0,1959.0,0.0,98006,46.97015344655994,-122.00454494986613,,no
1247146.13,3274.0,3620.0,3.0,3.7,2.0,1.0,1.0,5.0,8.0,2334.0,940.0,2005.0,0.0,98006,46.96774321394382,-121.9586329101788,yes,no
878683.84,2881.0,4902.0,1.0,1.8,1.0,0.0,0.0,5.0,4.0,2064.0,817.0,2002.0,,,46.9951052366831,-122.06871869809319,no,no
727041.93,1553.0,3411.0,4.0,,1.0,1.0,0.0,3.0,5.0,1345.0,208.0,1961.0,0.0,98005,46.9539796845865,-122.07653955613956,yes,no
795257.42,1582.0,2058.0,1.0,2.0,2.0,1.0,0.0,2.0,11.0,972.0,610.0,1997.0,0.0,98006,46.9885452267267,-121.96249778070694,yes,no
627329.47,1110.0,13321.0,4.0,4.0,2.0,0.0,3.0,3.0,11.0,743.0,367.0,1969.0,,98105,47.096978067872435,-122.01954610707746,yes,no
557067.09,655.0,11443.0,5.0,5.0,1.0,0.0,2.0,3.0,12.0,398.0,257.0,1969.0,0.0,98101,47.05213168633632,-122.00454010518841,yes,no
871791.03,1730.0,12883.0,4.0,3.8,2.0,1.0,3.0,2.0,3.0,1509.0,221.0,1956.0,0.0,98105,47.015401897069985,-122.03298745804545,no,no
692916.89,1201.0,8197.0,5.0,4.7,,1.0,0.0,2.0,11.0,1134.0,67.0,2002.0,,98102,47.07758386304775,-121.95435948100864,no,no
881164.76,1749.0,11884.0,5.0,4.7,1.0,1.0,2.0,5.0,4.0,,296.0,2007.0,1998.0,98102,,-121.9850391894795,yes,yes
539642.24,840.0,800.0,1.0,1.0,1.0,0.0,0.0,2.0,11.0,677.0,163.0,1985.0,0.0,98004,47.124521993494,-121.98796679559715,yes,no
709374.95,1343.0,12315.0,2.0,2.6,1.0,0.0,1.0,1.0,11.0,1232.0,111.0,2005.0,0.0,98102,46.976974874122014,-122.05848102340875,no,no
878825.63,1889.0,8886.0,4.0,3.7,1.0,1.0,3.0,4.0,6.0,1302.0,587.0,1974.0,0.0,98103,47.10019029477546,-121.97492472233978,yes,no
849133.2,2020.0,11136.0,2.0,1.6,1.0,,1.0,4.0,4.0,1259.0,761.0,1990.0,1980.0,98103,47.099970152388984,-122.04961064593788,no,yes
,2050.0,9900.0,4.0,3.4,1.0,1.0,3.0,2.0,10.0,1596.0,454.0,2005.0,1997.0,98101,46.91233850966014,-122.03292765138406,yes,yes
504425.48,1008.0,3065.0,4.0,3.9,2.0,0.0,1.0,,3.0,696.0,312.0,1980.0,0.0,98004,47.07335460715709,-122.06826738323926,,no
907336.27,2313.0,800.0,5.0,5.0,2.0,0.0,2.0,5.0,8.0,1753.0,560.0,1993.0,,98005,46.98580454297737,-122.00782707372922,yes,no
725630.04,1320.0,4440.0,2.0,3.0,2.0,1.0,,5.0,6.0,1003.0,317.0,1960.0,0.0,98105,46.971601577134095,-121.94677633699663,yes,no
905633.3,2180.0,10825.0,2.0,1.2,1.0,1.0,1.0,4.0,7.0,1551.0,629.0,1986.0,0.0,98101,47.02623190600825,-121.98866525054184,no,no
851775.67,1794.0,11450.0,1.0,1.0,2.0,1.0,0.0,3.0,11.0,1381.0,413.0,2010.0,0.0,98005,,-122.02209104532483,no,no
610455.59,974.0,,,1.5,2.0,0.0,2.0,1.0,12.0,714.0,260.0,2004.0,0.0,98105,47.02509985439581,-121.99454268409494,no,no
881772.24,1610.0,3095.0,2.0,2.5,2.0,1.0,,3.0,7.0,1030.0,580.0,1971.0,1998.0,98102,46.95296027588512,-121.99481930139329,yes,yes
